Line,Attribute,Value
876,Training date,1.12717E+12
876, Miles for training run,2
876, Training time,979980
876, Shoe brand,3
876, Running pace per mile,490020
876, Short or long,1
876, After 2004,1
877,Training date,1.12717E+12
877, Miles for training run,3.1
877, Training time,1392000
877, Shoe brand,3
877, Running pace per mile,449040
877, Short or long,1
877, After 2004,1
878,Training date,1.12725E+12
878, Miles for training run,16
878, Training time,8764980
878, Shoe brand,3
878, Running pace per mile,547800
878, Short or long,0
878, After 2004,1
879,Training date,1.12743E+12
879, Miles for training run,7
879, Training time,3429000
879, Shoe brand,2
879, Running pace per mile,489840
879, Short or long,0
879, After 2004,1
880,Training date,1.12751E+12
880, Miles for training run,10
880, Training time,5143980
880, Shoe brand,3
880, Running pace per mile,514380
880, Short or long,0
880, After 2004,1
881,Training date,1.1276E+12
881, Miles for training run,4
881, Training time,1924020
881, Shoe brand,2
881, Running pace per mile,481020
881, Short or long,1
881, After 2004,1
882,Training date,1.12769E+12
882, Miles for training run,8
882, Training time,3906000
882, Shoe brand,3
882, Running pace per mile,488280
882, Short or long,0
882, After 2004,1
883,Training date,1.12786E+12
883, Miles for training run,5
883, Training time,2469000
883, Shoe brand,3
883, Running pace per mile,493800
883, Short or long,1
883, After 2004,1
884,Training date,1.12803E+12
884, Miles for training run,7
884, Training time,3447000
884, Shoe brand,3
884, Running pace per mile,492420
884, Short or long,0
884, After 2004,1
885,Training date,1.12812E+12
885, Miles for training run,6
885, Training time,2928000
885, Shoe brand,2
885, Running pace per mile,487980
885, Short or long,0
885, After 2004,1
886,Training date,1.1282E+12
886, Miles for training run,8
886, Training time,3786000
886, Shoe brand,3
886, Running pace per mile,473280
886, Short or long,0
886, After 2004,1
887,Training date,1.12829E+12
887, Miles for training run,5
887, Training time,2380020
887, Shoe brand,2
887, Running pace per mile,475980
887, Short or long,1
887, After 2004,1
888,Training date,1.12838E+12
888, Miles for training run,20
888, Training time,10993020
888, Shoe brand,6
888, Running pace per mile,549660
888, Short or long,0
888, After 2004,1
889,Training date,1.12872E+12
889, Miles for training run,6
889, Training time,2875980
889, Shoe brand,2
889, Running pace per mile,479340
889, Short or long,0
889, After 2004,1
890,Training date,1.12881E+12
890, Miles for training run,8
890, Training time,3934020
890, Shoe brand,6
890, Running pace per mile,491760
890, Short or long,0
890, After 2004,1
891,Training date,1.1289E+12
891, Miles for training run,5
891, Training time,2320020
891, Shoe brand,3
891, Running pace per mile,463980
891, Short or long,1
891, After 2004,1
892,Training date,1.12898E+12
892, Miles for training run,18
892, Training time,10035000
892, Shoe brand,0
892, Running pace per mile,557520
892, Short or long,0
892, After 2004,1
893,Training date,1.12915E+12
893, Miles for training run,7
893, Training time,3379980
893, Shoe brand,2
893, Running pace per mile,482880
893, Short or long,0
893, After 2004,1
894,Training date,1.12924E+12
894, Miles for training run,6
894, Training time,2968980
894, Shoe brand,6
894, Running pace per mile,494820
894, Short or long,0
894, After 2004,1
895,Training date,1.12941E+12
895, Miles for training run,6
895, Training time,3072000
895, Shoe brand,6
895, Running pace per mile,511980
895, Short or long,0
895, After 2004,1
896,Training date,1.1295E+12
896, Miles for training run,5
896, Training time,2290020
896, Shoe brand,1
896, Running pace per mile,457980
896, Short or long,1
896, After 2004,1
897,Training date,1.12959E+12
897, Miles for training run,5
897, Training time,2623020
897, Shoe brand,6
897, Running pace per mile,524580
897, Short or long,1
897, After 2004,1
898,Training date,1.12976E+12
898, Miles for training run,7
898, Training time,3472980
898, Shoe brand,2
898, Running pace per mile,496140
898, Short or long,0
898, After 2004,1
899,Training date,1.12993E+12
899, Miles for training run,6
899, Training time,2980020
899, Shoe brand,6
899, Running pace per mile,496680
899, Short or long,0
899, After 2004,1
900,Training date,1.13002E+12
900, Miles for training run,7
900, Training time,3375000
900, Shoe brand,2
900, Running pace per mile,482160
900, Short or long,0
900, After 2004,1
901,Training date,1.1301E+12
901, Miles for training run,5
901, Training time,2320980
901, Shoe brand,6
901, Running pace per mile,464220
901, Short or long,1
901, After 2004,1
902,Training date,1.13019E+12
902, Miles for training run,5
902, Training time,2512980
902, Shoe brand,6
902, Running pace per mile,502620
902, Short or long,1
902, After 2004,1
903,Training date,1.13036E+12
903, Miles for training run,8
903, Training time,3850020
903, Shoe brand,3
903, Running pace per mile,481260
903, Short or long,0
903, After 2004,1
904,Training date,1.13045E+12
904, Miles for training run,5
904, Training time,2383020
904, Shoe brand,2
904, Running pace per mile,476580
904, Short or long,1
904, After 2004,1
905,Training date,1.1346E+12
905, Miles for training run,3
905, Training time,1605000
905, Shoe brand,6
905, Running pace per mile,535020
905, Short or long,1
905, After 2004,1
906,Training date,1.13486E+12
906, Miles for training run,4
906, Training time,2221980
906, Shoe brand,6
906, Running pace per mile,555480
906, Short or long,1
906, After 2004,1
907,Training date,1.13521E+12
907, Miles for training run,4
907, Training time,2161980
907, Shoe brand,6
907, Running pace per mile,540480
907, Short or long,1
907, After 2004,1
908,Training date,1.13538E+12
908, Miles for training run,5
908, Training time,2653980
908, Shoe brand,6
908, Running pace per mile,530820
908, Short or long,1
908, After 2004,1
909,Training date,1.13564E+12
909, Miles for training run,5
909, Training time,2568000
909, Shoe brand,6
909, Running pace per mile,513600
909, Short or long,1
909, After 2004,1
910,Training date,1.13875E+12
910, Miles for training run,4
910, Training time,2265000
910, Shoe brand,6
910, Running pace per mile,566280
910, Short or long,1
910, After 2004,1
911,Training date,1.13883E+12
911, Miles for training run,3
911, Training time,1644000
911, Shoe brand,6
911, Running pace per mile,547980
911, Short or long,1
911, After 2004,1
912,Training date,1.13927E+12
912, Miles for training run,5
912, Training time,2724000
912, Shoe brand,6
912, Running pace per mile,544800
912, Short or long,1
912, After 2004,1
913,Training date,1.13944E+12
913, Miles for training run,5
913, Training time,2671980
913, Shoe brand,6
913, Running pace per mile,534420
913, Short or long,1
913, After 2004,1
914,Training date,1.13961E+12
914, Miles for training run,5
914, Training time,2676000
914, Shoe brand,6
914, Running pace per mile,535200
914, Short or long,1
914, After 2004,1
915,Training date,1.13987E+12
915, Miles for training run,5
915, Training time,2700000
915, Shoe brand,6
915, Running pace per mile,540000
915, Short or long,1
915, After 2004,1
916,Training date,1.13996E+12
916, Miles for training run,4
916, Training time,2202000
916, Shoe brand,6
916, Running pace per mile,550500
916, Short or long,1
916, After 2004,1
917,Training date,1.14013E+12
917, Miles for training run,5
917, Training time,2659020
917, Shoe brand,6
917, Running pace per mile,531780
917, Short or long,1
917, After 2004,1
918,Training date,1.1403E+12
918, Miles for training run,5
918, Training time,2622000
918, Shoe brand,6
918, Running pace per mile,524400
918, Short or long,1
918, After 2004,1
919,Training date,1.14048E+12
919, Miles for training run,5
919, Training time,2643000
919, Shoe brand,6
919, Running pace per mile,528600
919, Short or long,1
919, After 2004,1
920,Training date,1.14056E+12
920, Miles for training run,6
920, Training time,3222000
920, Shoe brand,6
920, Running pace per mile,537000
920, Short or long,0
920, After 2004,1
921,Training date,1.14074E+12
921, Miles for training run,5
921, Training time,2689020
921, Shoe brand,6
921, Running pace per mile,537780
921, Short or long,1
921, After 2004,1
922,Training date,1.14082E+12
922, Miles for training run,4
922, Training time,2160000
922, Shoe brand,2
922, Running pace per mile,540000
922, Short or long,1
922, After 2004,1
923,Training date,1.14091E+12
923, Miles for training run,5
923, Training time,2515020
923, Shoe brand,2
923, Running pace per mile,502980
923, Short or long,1
923, After 2004,1
924,Training date,1.14108E+12
924, Miles for training run,4
924, Training time,2074020
924, Shoe brand,6
924, Running pace per mile,518520
924, Short or long,1
924, After 2004,1
925,Training date,1.14117E+12
925, Miles for training run,6
925, Training time,3180000
925, Shoe brand,6
925, Running pace per mile,529980
925, Short or long,0
925, After 2004,1
926,Training date,1.14134E+12
926, Miles for training run,5
926, Training time,2625000
926, Shoe brand,6
926, Running pace per mile,525000
926, Short or long,1
926, After 2004,1
927,Training date,1.14117E+12
927, Miles for training run,4
927, Training time,2100000
927, Shoe brand,2
927, Running pace per mile,525000
927, Short or long,1
927, After 2004,1
928,Training date,1.14151E+12
928, Miles for training run,5
928, Training time,2664000
928, Shoe brand,2
928, Running pace per mile,532800
928, Short or long,1
928, After 2004,1
929,Training date,1.14169E+12
929, Miles for training run,5
929, Training time,2685000
929, Shoe brand,2
929, Running pace per mile,537000
929, Short or long,1
929, After 2004,1
930,Training date,1.14212E+12
930, Miles for training run,4
930, Training time,2053980
930, Shoe brand,2
930, Running pace per mile,513480
930, Short or long,1
930, After 2004,1
931,Training date,1.14246E+12
931, Miles for training run,3.5
931, Training time,1714020
931, Shoe brand,6
931, Running pace per mile,489720
931, Short or long,1
931, After 2004,1
932,Training date,1.14255E+12
932, Miles for training run,3
932, Training time,1522980
932, Shoe brand,6
932, Running pace per mile,507660
932, Short or long,1
932, After 2004,1
933,Training date,1.14264E+12
933, Miles for training run,4.5
933, Training time,2274000
933, Shoe brand,6
933, Running pace per mile,505320
933, Short or long,1
933, After 2004,1
934,Training date,1.14281E+12
934, Miles for training run,4
934, Training time,1996980
934, Shoe brand,6
934, Running pace per mile,499260
934, Short or long,1
934, After 2004,1
935,Training date,1.1429E+12
935, Miles for training run,4
935, Training time,2100000
935, Shoe brand,2
935, Running pace per mile,525000
935, Short or long,1
935, After 2004,1
936,Training date,1.14298E+12
936, Miles for training run,4
936, Training time,2007000
936, Shoe brand,6
936, Running pace per mile,501780
936, Short or long,1
936, After 2004,1
937,Training date,1.14307E+12
937, Miles for training run,4
937, Training time,2067000
937, Shoe brand,6
937, Running pace per mile,516780
937, Short or long,1
937, After 2004,1
938,Training date,1.14315E+12
938, Miles for training run,4
938, Training time,2100000
938, Shoe brand,2
938, Running pace per mile,525000
938, Short or long,1
938, After 2004,1
939,Training date,1.14324E+12
939, Miles for training run,5
939, Training time,2526000
939, Shoe brand,6
939, Running pace per mile,505200
939, Short or long,1
939, After 2004,1
940,Training date,1.1435E+12
940, Miles for training run,5
940, Training time,2497980
940, Shoe brand,6
940, Running pace per mile,499620
940, Short or long,1
940, After 2004,1
941,Training date,1.14393E+12
941, Miles for training run,5
941, Training time,2521020
941, Shoe brand,2
941, Running pace per mile,504180
941, Short or long,1
941, After 2004,1
942,Training date,1.14402E+12
942, Miles for training run,4
942, Training time,2100000
942, Shoe brand,2
942, Running pace per mile,525000
942, Short or long,1
942, After 2004,1
943,Training date,1.1441E+12
943, Miles for training run,6
943, Training time,2992020
943, Shoe brand,6
943, Running pace per mile,498660
943, Short or long,0
943, After 2004,1
944,Training date,1.14419E+12
944, Miles for training run,4
944, Training time,1984980
944, Shoe brand,6
944, Running pace per mile,496260
944, Short or long,1
944, After 2004,1
945,Training date,1.14436E+12
945, Miles for training run,5
945, Training time,2488980
945, Shoe brand,2
945, Running pace per mile,497820
945, Short or long,1
945, After 2004,1
946,Training date,1.14445E+12
946, Miles for training run,7
946, Training time,3607020
946, Shoe brand,6
946, Running pace per mile,515280
946, Short or long,0
946, After 2004,1
947,Training date,1.14453E+12
947, Miles for training run,4
947, Training time,2067000
947, Shoe brand,2
947, Running pace per mile,516780
947, Short or long,1
947, After 2004,1
948,Training date,1.14471E+12
948, Miles for training run,5
948, Training time,2475000
948, Shoe brand,6
948, Running pace per mile,495000
948, Short or long,1
948, After 2004,1
949,Training date,1.14479E+12
949, Miles for training run,8
949, Training time,4030980
949, Shoe brand,3
949, Running pace per mile,503880
949, Short or long,0
949, After 2004,1
950,Training date,1.14497E+12
950, Miles for training run,5
950, Training time,2470020
950, Shoe brand,6
950, Running pace per mile,493980
950, Short or long,1
950, After 2004,1
951,Training date,1.14505E+12
951, Miles for training run,7.5
951, Training time,3726000
951, Shoe brand,3
951, Running pace per mile,496800
951, Short or long,0
951, After 2004,1
952,Training date,1.14522E+12
952, Miles for training run,5
952, Training time,2449980
952, Shoe brand,3
952, Running pace per mile,490020
952, Short or long,1
952, After 2004,1
953,Training date,1.14531E+12
953, Miles for training run,8
953, Training time,4027020
953, Shoe brand,3
953, Running pace per mile,503400
953, Short or long,0
953, After 2004,1
954,Training date,1.1454E+12
954, Miles for training run,6
954, Training time,3015000
954, Shoe brand,3
954, Running pace per mile,502500
954, Short or long,0
954, After 2004,1
955,Training date,1.14557E+12
955, Miles for training run,5
955, Training time,2554980
955, Shoe brand,6
955, Running pace per mile,511020
955, Short or long,1
955, After 2004,1
956,Training date,1.14566E+12
956, Miles for training run,6
956, Training time,2992020
956, Shoe brand,3
956, Running pace per mile,498660
956, Short or long,0
956, After 2004,1
957,Training date,1.14574E+12
957, Miles for training run,5
957, Training time,2572020
957, Shoe brand,6
957, Running pace per mile,514380
957, Short or long,1
957, After 2004,1
958,Training date,1.14592E+12
958, Miles for training run,5
958, Training time,2389980
958, Shoe brand,3
958, Running pace per mile,478020
958, Short or long,1
958, After 2004,1
959,Training date,1.146E+12
959, Miles for training run,8
959, Training time,3963000
959, Shoe brand,3
959, Running pace per mile,495360
959, Short or long,0
959, After 2004,1
960,Training date,1.14618E+12
960, Miles for training run,6
960, Training time,2914020
960, Shoe brand,2
960, Running pace per mile,485640
960, Short or long,0
960, After 2004,1
961,Training date,1.14626E+12
961, Miles for training run,8
961, Training time,3948000
961, Shoe brand,3
961, Running pace per mile,493500
961, Short or long,0
961, After 2004,1
962,Training date,1.14635E+12
962, Miles for training run,6
962, Training time,3094020
962, Shoe brand,2
962, Running pace per mile,515640
962, Short or long,0
962, After 2004,1
963,Training date,1.14643E+12
963, Miles for training run,5
963, Training time,2488980
963, Shoe brand,3
963, Running pace per mile,497820
963, Short or long,1
963, After 2004,1
964,Training date,1.14652E+12
964, Miles for training run,8
964, Training time,3892980
964, Shoe brand,3
964, Running pace per mile,486600
964, Short or long,0
964, After 2004,1
965,Training date,1.14669E+12
965, Miles for training run,6
965, Training time,3060000
965, Shoe brand,6
965, Running pace per mile,510000
965, Short or long,0
965, After 2004,1
966,Training date,1.14678E+12
966, Miles for training run,8
966, Training time,4084980
966, Shoe brand,3
966, Running pace per mile,510600
966, Short or long,0
966, After 2004,1
967,Training date,1.14687E+12
967, Miles for training run,6
967, Training time,3090000
967, Shoe brand,2
967, Running pace per mile,514980
967, Short or long,0
967, After 2004,1
968,Training date,1.14695E+12
968, Miles for training run,5
968, Training time,2509980
968, Shoe brand,3
968, Running pace per mile,502020
968, Short or long,1
968, After 2004,1
969,Training date,1.14713E+12
969, Miles for training run,8
969, Training time,3901980
969, Shoe brand,3
969, Running pace per mile,487740
969, Short or long,0
969, After 2004,1
970,Training date,1.1473E+12
970, Miles for training run,5
970, Training time,2428020
970, Shoe brand,6
970, Running pace per mile,485580
970, Short or long,1
970, After 2004,1
971,Training date,1.14747E+12
971, Miles for training run,6
971, Training time,3048000
971, Shoe brand,6
971, Running pace per mile,508020
971, Short or long,0
971, After 2004,1
972,Training date,1.14756E+12
972, Miles for training run,6
972, Training time,3043020
972, Shoe brand,6
972, Running pace per mile,507180
972, Short or long,0
972, After 2004,1
973,Training date,1.14764E+12
973, Miles for training run,5
973, Training time,2403000
973, Shoe brand,3
973, Running pace per mile,480600
973, Short or long,1
973, After 2004,1
974,Training date,1.14773E+12
974, Miles for training run,8
974, Training time,4026000
974, Shoe brand,6
974, Running pace per mile,503280
974, Short or long,0
974, After 2004,1
975,Training date,1.1479E+12
975, Miles for training run,7
975, Training time,3451020
975, Shoe brand,3
975, Running pace per mile,493020
975, Short or long,0
975, After 2004,1
976,Training date,1.14808E+12
976, Miles for training run,5
976, Training time,2419980
976, Shoe brand,2
976, Running pace per mile,484020
976, Short or long,1
976, After 2004,1
977,Training date,1.14816E+12
977, Miles for training run,7
977, Training time,3496980
977, Shoe brand,3
977, Running pace per mile,499560
977, Short or long,0
977, After 2004,1
978,Training date,1.14825E+12
978, Miles for training run,5
978, Training time,2389980
978, Shoe brand,6
978, Running pace per mile,478020
978, Short or long,1
978, After 2004,1
979,Training date,1.14834E+12
979, Miles for training run,9
979, Training time,4410000
979, Shoe brand,6
979, Running pace per mile,490020
979, Short or long,0
979, After 2004,1
980,Training date,1.14868E+12
980, Miles for training run,8
980, Training time,4044000
980, Shoe brand,6
980, Running pace per mile,505500
980, Short or long,0
980, After 2004,1
981,Training date,1.14877E+12
981, Miles for training run,6
981, Training time,2896020
981, Shoe brand,2
981, Running pace per mile,482640
981, Short or long,0
981, After 2004,1
982,Training date,1.14894E+12
982, Miles for training run,8
982, Training time,3991980
982, Shoe brand,3
982, Running pace per mile,499020
982, Short or long,0
982, After 2004,1
983,Training date,1.1492E+12
983, Miles for training run,6
983, Training time,2914020
983, Shoe brand,6
983, Running pace per mile,485640
983, Short or long,0
983, After 2004,1
984,Training date,1.14946E+12
984, Miles for training run,8
984, Training time,3991980
984, Shoe brand,3
984, Running pace per mile,499020
984, Short or long,0
984, After 2004,1
985,Training date,1.14954E+12
985, Miles for training run,4
985, Training time,1963980
985, Shoe brand,3
985, Running pace per mile,490980
985, Short or long,1
985, After 2004,1
986,Training date,1.14963E+12
986, Miles for training run,9
986, Training time,4444020
986, Shoe brand,3
986, Running pace per mile,493800
986, Short or long,0
986, After 2004,1
987,Training date,1.1498E+12
987, Miles for training run,5
987, Training time,2500020
987, Shoe brand,3
987, Running pace per mile,499980
987, Short or long,1
987, After 2004,1
988,Training date,1.14989E+12
988, Miles for training run,5
988, Training time,2413980
988, Shoe brand,3
988, Running pace per mile,482820
988, Short or long,1
988, After 2004,1
989,Training date,1.14998E+12
989, Miles for training run,5
989, Training time,2454000
989, Shoe brand,3
989, Running pace per mile,490800
989, Short or long,1
989, After 2004,1
990,Training date,1.15006E+12
990, Miles for training run,7
990, Training time,3433980
990, Shoe brand,2
990, Running pace per mile,490560
990, Short or long,0
990, After 2004,1
991,Training date,1.15024E+12
991, Miles for training run,5
991, Training time,2341020
991, Shoe brand,3
991, Running pace per mile,468180
991, Short or long,1
991, After 2004,1
992,Training date,1.15041E+12
992, Miles for training run,6
992, Training time,2950980
992, Shoe brand,3
992, Running pace per mile,491820
992, Short or long,0
992, After 2004,1
993,Training date,1.1505E+12
993, Miles for training run,8
993, Training time,4090020
993, Shoe brand,3
993, Running pace per mile,511260
993, Short or long,0
993, After 2004,1
994,Training date,1.15058E+12
994, Miles for training run,5
994, Training time,2424000
994, Shoe brand,2
994, Running pace per mile,484800
994, Short or long,1
994, After 2004,1
995,Training date,1.15067E+12
995, Miles for training run,5
995, Training time,2386020
995, Shoe brand,2
995, Running pace per mile,477180
995, Short or long,1
995, After 2004,1
996,Training date,1.15084E+12
996, Miles for training run,10
996, Training time,5017020
996, Shoe brand,6
996, Running pace per mile,501720
996, Short or long,0
996, After 2004,1
997,Training date,1.15101E+12
997, Miles for training run,7
997, Training time,3354000
997, Shoe brand,6
997, Running pace per mile,479160
997, Short or long,0
997, After 2004,1
998,Training date,1.1511E+12
998, Miles for training run,8
998, Training time,4170000
998, Shoe brand,2
998, Running pace per mile,521280
998, Short or long,0
998, After 2004,1
999,Training date,1.15119E+12
999, Miles for training run,5
999, Training time,2407020
999, Shoe brand,1
999, Running pace per mile,481380
999, Short or long,1
999, After 2004,1
1000,Training date,1.15127E+12
1000, Miles for training run,6
1000, Training time,2991000
1000, Shoe brand,2
1000, Running pace per mile,498480
1000, Short or long,0
1000, After 2004,1
1001,Training date,1.15136E+12
1001, Miles for training run,4
1001, Training time,1956000
1001, Shoe brand,1
1001, Running pace per mile,489000
1001, Short or long,1
1001, After 2004,1
1002,Training date,1.15145E+12
1002, Miles for training run,10
1002, Training time,5209980
1002, Shoe brand,1
1002, Running pace per mile,520980
1002, Short or long,0
1002, After 2004,1
1003,Training date,1.15162E+12
1003, Miles for training run,7
1003, Training time,3663000
1003, Shoe brand,1
1003, Running pace per mile,523260
1003, Short or long,0
1003, After 2004,1
1004,Training date,1.1517E+12
1004, Miles for training run,8
1004, Training time,4407000
1004, Shoe brand,6
1004, Running pace per mile,550860
1004, Short or long,0
1004, After 2004,1
1005,Training date,1.1517E+12
1005, Miles for training run,5
1005, Training time,2407980
1005, Shoe brand,3
1005, Running pace per mile,481620
1005, Short or long,1
1005, After 2004,1
1006,Training date,1.15179E+12
1006, Miles for training run,6
1006, Training time,2944980
1006, Shoe brand,6
1006, Running pace per mile,490860
1006, Short or long,0
1006, After 2004,1
1007,Training date,1.15188E+12
1007, Miles for training run,5
1007, Training time,2488020
1007, Shoe brand,3
1007, Running pace per mile,497580
1007, Short or long,1
1007, After 2004,1
1008,Training date,1.15196E+12
1008, Miles for training run,13
1008, Training time,6718020
1008, Shoe brand,1
1008, Running pace per mile,516780
1008, Short or long,0
1008, After 2004,1
1009,Training date,1.15214E+12
1009, Miles for training run,7
1009, Training time,3502980
1009, Shoe brand,1
1009, Running pace per mile,500400
1009, Short or long,0
1009, After 2004,1
1010,Training date,1.15222E+12
1010, Miles for training run,8
1010, Training time,4206000
1010, Shoe brand,1
1010, Running pace per mile,525780
1010, Short or long,0
1010, After 2004,1
1011,Training date,1.15231E+12
1011, Miles for training run,5
1011, Training time,2517000
1011, Shoe brand,1
1011, Running pace per mile,503400
1011, Short or long,1
1011, After 2004,1
1012,Training date,1.1524E+12
1012, Miles for training run,8
1012, Training time,4206000
1012, Shoe brand,1
1012, Running pace per mile,525780
1012, Short or long,0
1012, After 2004,1
1013,Training date,1.15248E+12
1013, Miles for training run,5
1013, Training time,2554980
1013, Shoe brand,1
1013, Running pace per mile,511020
1013, Short or long,1
1013, After 2004,1
1014,Training date,1.15257E+12
1014, Miles for training run,7
1014, Training time,3633000
1014, Shoe brand,1
1014, Running pace per mile,519000
1014, Short or long,0
1014, After 2004,1
1015,Training date,1.15309E+12
1015, Miles for training run,5
1015, Training time,2467980
1015, Shoe brand,3
1015, Running pace per mile,493620
1015, Short or long,1
1015, After 2004,1
1016,Training date,1.15317E+12
1016, Miles for training run,5
1016, Training time,2496000
1016, Shoe brand,3
1016, Running pace per mile,499200
1016, Short or long,1
1016, After 2004,1
1017,Training date,1.15335E+12
1017, Miles for training run,5
1017, Training time,2488020
1017, Shoe brand,3
1017, Running pace per mile,497580
1017, Short or long,1
1017, After 2004,1
1018,Training date,1.15361E+12
1018, Miles for training run,5
1018, Training time,2707020
1018, Shoe brand,3
1018, Running pace per mile,541380
1018, Short or long,1
1018, After 2004,1
1019,Training date,1.15378E+12
1019, Miles for training run,6
1019, Training time,2925000
1019, Shoe brand,1
1019, Running pace per mile,487500
1019, Short or long,0
1019, After 2004,1
1020,Training date,1.15395E+12
1020, Miles for training run,5
1020, Training time,2392020
1020, Shoe brand,1
1020, Running pace per mile,478380
1020, Short or long,1
1020, After 2004,1
1021,Training date,1.15404E+12
1021, Miles for training run,8
1021, Training time,4053000
1021, Shoe brand,1
1021, Running pace per mile,506640
1021, Short or long,0
1021, After 2004,1
1022,Training date,1.15412E+12
1022, Miles for training run,4
1022, Training time,1884000
1022, Shoe brand,1
1022, Running pace per mile,471000
1022, Short or long,1
1022, After 2004,1
1023,Training date,1.15421E+12
1023, Miles for training run,6
1023, Training time,2925000
1023, Shoe brand,1
1023, Running pace per mile,487500
1023, Short or long,0
1023, After 2004,1
1024,Training date,1.15438E+12
1024, Miles for training run,4
1024, Training time,1902000
1024, Shoe brand,3
1024, Running pace per mile,475500
1024, Short or long,1
1024, After 2004,1
1025,Training date,1.15447E+12
1025, Miles for training run,12
1025, Training time,6432000
1025, Shoe brand,1
1025, Running pace per mile,535980
1025, Short or long,0
1025, After 2004,1
1026,Training date,1.15464E+12
1026, Miles for training run,6
1026, Training time,2869020
1026, Shoe brand,3
1026, Running pace per mile,478140
1026, Short or long,0
1026, After 2004,1
1027,Training date,1.15473E+12
1027, Miles for training run,9
1027, Training time,4579020
1027, Shoe brand,2
1027, Running pace per mile,508800
1027, Short or long,0
1027, After 2004,1
1028,Training date,1.15482E+12
1028, Miles for training run,4
1028, Training time,1897020
1028, Shoe brand,1
1028, Running pace per mile,474240
1028, Short or long,1
1028, After 2004,1
1029,Training date,1.1549E+12
1029, Miles for training run,5
1029, Training time,2329020
1029, Shoe brand,2
1029, Running pace per mile,465780
1029, Short or long,1
1029, After 2004,1
1030,Training date,1.15499E+12
1030, Miles for training run,4
1030, Training time,1882980
1030, Shoe brand,5
1030, Running pace per mile,470760
1030, Short or long,1
1030, After 2004,1
1031,Training date,1.15507E+12
1031, Miles for training run,8
1031, Training time,4123020
1031, Shoe brand,3
1031, Running pace per mile,515400
1031, Short or long,0
1031, After 2004,1
1032,Training date,1.15525E+12
1032, Miles for training run,6
1032, Training time,2890020
1032, Shoe brand,1
1032, Running pace per mile,481680
1032, Short or long,0
1032, After 2004,1
1033,Training date,1.15533E+12
1033, Miles for training run,5
1033, Training time,2380980
1033, Shoe brand,1
1033, Running pace per mile,476220
1033, Short or long,1
1033, After 2004,1
1034,Training date,1.15542E+12
1034, Miles for training run,7
1034, Training time,3496980
1034, Shoe brand,1
1034, Running pace per mile,499560
1034, Short or long,0
1034, After 2004,1
1035,Training date,1.15551E+12
1035, Miles for training run,7
1035, Training time,3448980
1035, Shoe brand,1
1035, Running pace per mile,492720
1035, Short or long,0
1035, After 2004,1
1036,Training date,1.15559E+12
1036, Miles for training run,4
1036, Training time,1987020
1036, Shoe brand,1
1036, Running pace per mile,496740
1036, Short or long,1
1036, After 2004,1
1037,Training date,1.15568E+12
1037, Miles for training run,8
1037, Training time,4321980
1037, Shoe brand,1
1037, Running pace per mile,540240
1037, Short or long,0
1037, After 2004,1
1038,Training date,1.15585E+12
1038, Miles for training run,7
1038, Training time,3682980
1038, Shoe brand,2
1038, Running pace per mile,526140
1038, Short or long,0
1038, After 2004,1
1039,Training date,1.15594E+12
1039, Miles for training run,5
1039, Training time,2263980
1039, Shoe brand,4
1039, Running pace per mile,452820
1039, Short or long,1
1039, After 2004,1
1040,Training date,1.15602E+12
1040, Miles for training run,10
1040, Training time,5322000
1040, Shoe brand,1
1040, Running pace per mile,532200
1040, Short or long,0
1040, After 2004,1
1041,Training date,1.15611E+12
1041, Miles for training run,7
1041, Training time,3522000
1041, Shoe brand,4
1041, Running pace per mile,503160
1041, Short or long,0
1041, After 2004,1
1042,Training date,1.1562E+12
1042, Miles for training run,4
1042, Training time,1909020
1042, Shoe brand,4
1042, Running pace per mile,477240
1042, Short or long,1
1042, After 2004,1
1043,Training date,1.15628E+12
1043, Miles for training run,14
1043, Training time,7527000
1043, Shoe brand,1
1043, Running pace per mile,537660
1043, Short or long,0
1043, After 2004,1
1044,Training date,1.15646E+12
1044, Miles for training run,7
1044, Training time,3486000
1044, Shoe brand,3
1044, Running pace per mile,498000
1044, Short or long,0
1044, After 2004,1
1045,Training date,1.15654E+12
1045, Miles for training run,10
1045, Training time,5320020
1045, Shoe brand,1
1045, Running pace per mile,532020
1045, Short or long,0
1045, After 2004,1
1046,Training date,1.15663E+12
1046, Miles for training run,5
1046, Training time,2578020
1046, Shoe brand,1
1046, Running pace per mile,515580
1046, Short or long,1
1046, After 2004,1
1047,Training date,1.15672E+12
1047, Miles for training run,7
1047, Training time,3538980
1047, Shoe brand,3
1047, Running pace per mile,505560
1047, Short or long,0
1047, After 2004,1
1048,Training date,1.1568E+12
1048, Miles for training run,4
1048, Training time,1935000
1048, Shoe brand,3
1048, Running pace per mile,483780
1048, Short or long,1
1048, After 2004,1
1049,Training date,1.15689E+12
1049, Miles for training run,4
1049, Training time,2071980
1049, Shoe brand,1
1049, Running pace per mile,517980
1049, Short or long,1
1049, After 2004,1
1050,Training date,1.15706E+12
1050, Miles for training run,7
1050, Training time,3616980
1050, Shoe brand,1
1050, Running pace per mile,516720
1050, Short or long,0
1050, After 2004,1
1051,Training date,1.15715E+12
1051, Miles for training run,10
1051, Training time,5629980
1051, Shoe brand,2
1051, Running pace per mile,562980
1051, Short or long,0
1051, After 2004,1
1052,Training date,1.15723E+12
1052, Miles for training run,6
1052, Training time,3001980
1052, Shoe brand,1
1052, Running pace per mile,500340
