pol,char
-0.1739,Katara
0,Katara
0.2732,Katara
0,Katara
0,Katara
0,Katara
-0.296,Katara
0,Katara
0,Katara
0.6808,Katara
0.2732,Katara
-0.3412,Katara
0,Katara
-0.3901,Katara
0.4939,Katara
-0.3412,Katara
-0.3612,Katara
0,Katara
0.3182,Katara
0,Katara
-0.34,Katara
-0.644,Katara
0,Katara
0,Katara
0,Katara
0.546,Katara
-0.296,Katara
-0.6351,Katara
0.5859,Katara
0.1027,Katara
-0.5386,Katara
0.2908,Katara
-0.4767,Katara
0.0772,Katara
0,Katara
0.4019,Katara
0,Katara
-0.4215,Katara
0.3971,Katara
-0.2244,Katara
-0.5661,Katara
0.0772,Katara
0.0762,Katara
0.4019,Katara
0.2235,Katara
0.4404,Katara
0,Katara
0,Katara
0.7956,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.69,Katara
-0.4912,Katara
0,Katara
-0.9081,Katara
-0.7227,Katara
0.2023,Katara
-0.1901,Katara
-0.3427,Katara
-0.6801,Katara
0,Katara
0.6771,Katara
0.3412,Katara
0.0232,Katara
0.4939,Katara
0.3927,Katara
0.0772,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.296,Katara
0,Katara
0,Katara
0,Katara
-0.7783,Katara
-0.394,Katara
-0.3802,Katara
-0.2023,Katara
0.6249,Katara
0,Katara
-0.7777,Katara
0.5157,Katara
0,Katara
-0.3071,Katara
0.4939,Katara
0,Katara
0.3382,Katara
-0.6088,Katara
-0.0772,Katara
0,Katara
0.4574,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0,Katara
0.2732,Katara
0,Katara
0,Katara
0,Katara
0.802,Katara
0.8695,Katara
0,Katara
0.2263,Katara
-0.0772,Katara
0.2732,Katara
0.5719,Katara
0,Katara
0.3412,Katara
0.3089,Katara
0,Katara
0.2023,Katara
0.631,Katara
0,Katara
0,Katara
0.4391,Katara
0,Katara (flashback)
0,Katara and Sokka
0.1862,Kay-fon
0,Kay-fon
-0.4574,Kay-fon
0.4939,Kay-fon
0.7351,Kay-fon
0.4939,Kay-fon
-0.0516,Kay-fon
0.3182,Kay-fon
0,Kay-fon
0.1531,Kay-fon
0,Kay-fon
-0.8074,Kenji
0.891,Kenji
0,Kenji
0,Kenji
0,Kenji
0,Kenji
0.5719,Kenji
0,Kenji
0,King Bumi
0,King Bumi
0,King Bumi
0,King Bumi
0,King Bumi
-0.296,King Bumi
0,King Bumi
0,King Bumi
0.2732,King Bumi
-0.1027,King Bumi
0,King Bumi
-0.0516,King Bumi
0.4306,King Bumi
0,King Bumi
0,King Bumi
0,King Bumi
0,Koala sheep
0.9594,Koala sheep
0.5093,Koh
0.4939,Koh
-0.2942,Koh
0.0516,Koh
0.4019,Koh
0.1779,Koh
-0.5093,Koh
-0.7506,Koh
0,Koh
0.5411,Koko
0,Koko
0,Koko
0,Koko
-0.1511,Koko
0,Koko
0,Koko
0.128,Kuei
-0.6476,Kuei
0,Kuei
0.3612,Kuei
-0.7644,Kuei
-0.3612,Kuei
0.5106,Kuei
-0.0258,Kuei
-0.698,Kuei
0.3612,Kuei
0,Kuei
0,Kuei
-0.3612,Kuei
-0.6514,Kuei
-0.2244,Kuei
-0.1441,Kuei
0,Kuei
0,Kuei
-0.3987,Kuei
-0.296,Kuei
0,Kuei
-0.2944,Kuei
0.624,Kuei
0,Kuei
0,Kuei
0,Kuei
0,Kuei
0.886,Kuei
0,Kuei
0.7783,Kuei
0.8553,Kuei
0.4662,Kuei
0.1901,Kuei
0.4949,Kuei
0.6369,Kuei
-0.5267,Kuei
0,Kuei
0,Kuei
0,Kuei
-0.3612,Kuei
0.8653,Kuruk
0.3612,Kwan
0.577,Kwan
-0.1531,Kwan
0,Kwan
0.4124,Kwan
0.128,Kwan
0,Kwan
0.2732,Kwan
0.0772,Kya
0.4939,Kya
0.0772,Kya
0.4939,Kya
-0.5574,Kya
-0.5267,Kya
-0.8402,Kyoshi
-0.1879,Kyoshi
0,Kyoshi
0.5994,Kyoshi
0.5719,Kyoshi
0.9528,Kyoshi
-0.3818,Kyoshi Warrior #1
0,Kyoshi Warrior #1
0,Kyoshi Warrior #2
0,Ladies
0,Ladies
0,Ladies
0.7351,Lady on stage
0.1901,Lao
0.4927,Lao
0.3327,Lao
0,Lao
-0.5994,Lao
0.2732,Lao
0.4019,Lao
0.4019,Lao
0,Lao
-0.8735,Lao
0,Lao
0.8658,Lao
0.7351,Lao
0.6652,Lao
0.4926,Lee
0,Lee
-0.296,Lee
0,Lee
-0.2755,Lee
0,Lee
0,Lee
0.4019,Lee
0.6794,Lee
0,Lee
0,Lee
0,Lee
0.2924,Lee
0,Lee
0,Lee
0,Lee
-0.7568,Lee
0,Li
0,Li
-0.296,Li
0.3182,Li
0.6249,Li
-0.0258,Li
0,Li
0,Li
-0.6808,Li
0.25,Li
0,Li
0.6369,Li
0,Li
0,Li
0.5267,Li
0,Li
0,Li and Lo
0,Li and Lo
0.5562,Li and Lo
0,Li and Lo
0.3612,Lieutenant Jee
0,Lily
0.6124,Lily
-0.5994,Lily
0,Lily
0,Lily
0,Lin Yee
0,Lin Yee
0,Lin Yee
0,Lin Yee
-0.4184,Lin Yee
-0.3489,Lion turtle
0,Lion turtle
0.3919,Lion turtle
-0.1027,Lion turtle
0,Little boy
0.3612,Little boy
0,Little boy
0,Little boy
0.296,Little boy
0,Little girl
0.308,Little Girl
0.3802,Little girl
0.5279,Lo
0.2263,Lo
0,Lo
0,Lo
0,Lo
0,Lo
0.4019,Lo
0.4215,Lo
0,Lo
0.1655,Lo
0,Lo
0.6124,Lo and Li
0.4588,Lo and Li
0.4019,Lo and Li
0,Lo and Li
0.4574,Lo and Li
0,Lo and Li
0,Lo and Li
0.7269,Long Feng
0.5994,Long Feng
0.6369,Long Feng
-0.1265,Long Feng
0.9423,Long Feng
-0.296,Long Feng
0.2944,Long Feng
-0.7351,Long Feng
-0.9339,Long Feng
-0.2023,Long Feng
0.1027,Long Feng
-0.9009,Long Feng
0.3197,Long Feng
0,Long Feng
0.0087,Long Feng
-0.7184,Long Feng
-0.4939,Long Feng
-0.1027,Long Feng
-0.0516,Long Feng
0,Long Feng
0,Long Feng
-0.296,Long Feng
0,Long Feng
0,Long Feng
-0.2732,Long Feng
0,Long Feng
0,Long Feng
-0.4753,Long Feng
0.6597,Long Feng
-0.4767,Long Feng
0,Long Feng
-0.4215,Long Feng
-0.6124,Long Feng
0,Long Feng
0.4404,Long Feng
0,Long Feng
0.6899,Long Feng
0.3859,Long Feng
-0.4767,Long Feng
0.0772,Long Feng
0.5106,Long Feng
0,Long Feng
0.128,Long Feng
-0.88,Long Feng
0,Long Feng
-0.4215,Long Feng
0.25,Longshot
0,Lu Ten
0.5574,Macmu-Ling
0,Macmu-Ling
-0.3412,Macmu-Ling
-0.3182,Macmu-Ling
-0.7703,Mai
-0.3291,Mai
-0.34,Mai
-0.5267,Mai
0,Mai
0,Mai
0,Mai
0,Mai
0,Mai
-0.3818,Mai
0,Mai
0.5859,Mai
0,Mai
0,Mai
0.7316,Mai
0,Mai
-0.7574,Mai
-0.34,Mai
-0.3182,Mai
-0.4215,Mai
0,Mai
0.5859,Mai
-0.7579,Mai
0.4019,Mai
-0.3382,Mai
0.296,Mai
-0.4588,Mai
0,Mai
0,Mai
-0.5574,Mai
-0.4588,Mai
0.4585,Mai
0.4404,Mai
0,Mai
0.296,Mai
0.0772,Mai
-0.5267,Mai
0.4404,Mai
0,Mai
-0.2732,Mai
0,Mai
0,Mai
-0.4767,Mai
-0.8503,Mai
0,Mai
0,Mai
-0.296,Mai
0,Mai
0,Mai
0,Mai
-0.1531,Mai
-0.5696,Mai
-0.2942,Mai
-0.5411,Mai
-0.0572,Mai
-0.2732,Mai
-0.5661,Mai
0,Mai
0.7506,Mai
0.2023,Mai
0.5106,Mai
-0.3182,Mai
0,Mai
-0.0772,Mai
0.6486,Mai
0.4404,Mai
0,Mai
0.8268,Mai
0,Mai
0.4101,Mai
-0.25,Mai
-0.1882,Mai
0.7003,Mai
-0.1511,Mai
0,Mai
0,Mai
-0.6249,Mai
0.4256,Mai
0.4019,Mai
0.0966,Mai
0.2253,Mai
0.3612,Mai
0.1511,Male Fire Nation soldier
0,Male Fire Nation soldier
-0.296,Male Fire Nation soldier
0,Male guard
0.63,Male guard
0.4728,Male guard
-0.4184,Male guard
0.296,Male guard
-0.8225,Male guard
0,Male guard
0,Male guard
0.2732,Male guard
0,Male guard
0,Male guard
0,Male guard
0,Male guard
0,Male guard
0,Male guard #2
-0.3786,Male guard #2
0.4215,Male guard #2
0.4753,Male prisoner #1
0.4574,Male prisoner #1
0,Male prisoner #1
-0.4199,Male prisoner #2
0,Male soldier
0.34,Male soldier
0,Male soldier #1
0.5859,Male student
0,Male student
0.6249,Male student
-0.508,Male student
-0.7717,Male student
0.6705,Male student
0.5994,Male student
0.0772,Male student #1
0.3147,Male student #1
0,Male student #1
0.6908,Male student #2
-0.4588,Male student #2
0.1531,Male student #2
0.4184,Male student #2
0,Male student #2
0.4374,Malu
0,Malu
0.2714,Malu
0.6025,Malu
0,Malu
0.8481,Man
0,Man
0.6246,Man
0,Man
0.4364,Man
0,Man
-0.1723,Man
0,Man in the bar
0,Man with Red Shoes
0.2714,Mask dealer
0,Mechanist
-0.1531,Mechanist
0,Mechanist
-0.9648,Mechanist
0.7696,Mechanist
0.5837,Mechanist
0,Mechanist
0.3612,Mechanist
0,Mechanist
-0.4898,Mechanist
0,Mechanist
-0.3382,Mechanist
0.4019,Mechanist
0.4015,Mechanist
0,Mechanist
-0.1759,Mechanist
-0.5562,Mechanist
-0.5562,Mechanist
-0.5255,Mechanist
0,Mechanist
-0.7946,Mechanist
0,Mechanist
-0.5411,Mechanist
-0.1984,Mechanist
-0.3147,Mechanist
-0.296,Mechanist
0,Mechanist
0.4588,Mechanist
-0.3164,Mechanist
0.4199,Mechanist
-0.6244,Mechanist
0,Mechanist
0,Mechanist
0,Mechanist
0,Mechanist
-0.7717,Mechanist
0.3597,Mechanist
0.4019,Mechanist
-0.4003,Mechanist
0,Mechanist
-0.5255,Mechanist
0,Mechanist
0,Meng
0.2732,Meng
0.4019,Meng
0,Meng
0.5411,Meng
0.8067,Meng
0.883,Meng
0.5411,Meng
0.3612,Meng
0,Meng
-0.2755,Meng
-0.395,Meng
0.2152,Meng
0.5994,Meng
0.6969,Meng
0.4534,Meng
-0.1531,Meng
0.5411,Meng
0,Merchant
0,Merchant
0.4753,Merchant
0.4939,Merchant
-0.4215,Merchant #1
0,Merchant #1
0,Merchant #1
-0.4019,Merchant #1
-0.1027,Merchant #2
0,Merchant #2
0.6114,Merchant #2
0,Merchant #2
0.784,Merchant woman
0,Merchant woman
0,Messenger
0.3802,Messenger
0.8555,Michi
0,Michi
-0.4767,Michi
-0.5093,Michi
0,Michi
0,Ming
0.4215,Ming
0,Ming
0,Ming
-0.1027,Ming
0.3382,Moku
0,Moku
-0.4184,Moku
-0.1984,Moku
0,Moku
-0.4522,Momo
0.5719,Momo
0,Momo
-0.4966,Momo
0,Mongke
-0.4559,Mongke
0,Mongke
-0.1027,Mongke
0,Mongke
-0.3365,Mongke
0.8979,Mother Superior
-0.5255,Mother Superior
0.6369,Mother Superior
-0.126,Mother Superior
0,Mother Superior
-0.5423,Mother Superior
0,Mother Superior
0,Mother Superior
-0.9178,Mung
-0.7901,Mung
0,Mung
-0.3595,Mung
0.5837,Mung
0,Music teacher
-0.7184,Music teacher
-0.128,Music teacher
0.6369,Music teacher
0.3182,Officer
0,Officer
0.7585,Oh
-0.2219,Oh
-0.2732,Oh
0,Oh
-0.3382,Oh
0,Oh
-0.3182,Oh
0.4404,Oh
0,Oh
0.2244,Oh
0.3182,Old Fire Nation civilian
0.5859,Old Fire Nation civilian
0.69,Old man
0.4574,Old man
0,Old man
0,Old man
0,Old man
0,Old man
0,Old man
-0.6671,Old man
0,Old Sweepy
0.7579,Old Sweepy
0.4215,Old Sweepy
-0.296,Old Sweepy
0,Old woman
0.4926,Older guest
0,On Ji
0.6002,On Ji
0.1102,On Ji
0.4019,On Ji
0,On Ji
-0.2677,Oracle
0,Oracle
0,Oyaji
-0.4864,Oyaji
0.4003,Oyaji
-0.6486,Oyaji
0,Oyaji
0.4753,Oyaji
0,Oyaji
0.3612,Oyaji
0.4926,Oyaji
-0.1531,Oyaji
0.1779,Oyaji
0.3802,Oyaji
0,Oyaji
0,Oyaji
0,Oyaji
0.6124,Oyaji
0,Oyaji
0.1531,Ozai
-0.4389,Ozai
0,Ozai
-0.5106,Ozai
0.296,Ozai
0.3818,Ozai
0.68,Ozai
-0.0129,Ozai
0,Ozai
0.6486,Ozai
0.9468,Ozai
0.7845,Ozai
0,Ozai
0.3291,Ozai
-0.4184,Ozai
0,Ozai
-0.3595,Ozai
0,Ozai
0,Ozai
0.6124,Ozai
0,Ozai
0,Ozai
0.5399,Ozai
-0.3436,Ozai
0.5255,Ozai
0,Ozai
0,Ozai
0.1531,Ozai
-0.533,Ozai
0.6661,Ozai
-0.296,Ozai
-0.7906,Ozai
-0.836,Ozai
0.4588,Ozai
0,Ozai
-0.552,Ozai
0.2732,Ozai
0.8126,Ozai
-0.8313,Ozai
0,Ozai
-0.5267,Ozai
0,Ozai
0,Ozai
0.3367,Ozai
0.2732,Ozai
-0.34,Ozai
-0.34,Ozai
-0.6908,Ozai
0,Ozai
-0.6093,Ozai
0.2737,Ozai
0,Ozai
-0.4926,Ozai
0,Ozai
0.3818,Ozai
0,Ozai
-0.4588,Ozai
0,Ozai
0,Ozai
0.3612,Painted Lady
0.749,Painter
0.2363,Pakku
0.7269,Pakku
0.0258,Pakku
-0.4019,Pakku
-0.296,Pakku
0.8338,Pakku
0,Pakku
0,Pakku
0.902,Pakku
0,Pakku
-0.1419,Pakku
0.5859,Pakku
-0.4588,Pakku
0.2023,Pakku
0,Pakku
-0.3385,Pakku
0.836,Pakku
-0.296,Pakku
-0.3818,Pakku
0.4019,Pakku
0.6369,Pakku
0.8834,Pakku
0.6908,Pakku
0,Pakku
0.9441,Pakku
0.6808,Pakku
-0.3595,Pakku
0.3612,Pakku
0.6124,Pakku
0.5037,Pakku
0.8608,Pakku
0.7311,Pakku
0,Pakku
0,Pakku
-0.296,Pakku
0.1531,Pakku
0.5106,Pakku
0,Palace woman
0.7184,Pao
0,Pao
0,Pao
-0.5707,Pao
0,Pao
0,Pao
0,Pao
-0.7964,Pasang
0.7311,Pasang
0.7959,Pasang
0.2263,Pathik
0.9504,Pathik
0.3384,Pathik
0.8979,Pathik
0.4939,Pathik
0.7574,Pathik
0,Pathik
0,Pathik
0.7269,Pathik
0.0258,Pathik
0.2144,Pathik
0.4395,Pathik
-0.6705,Pathik
-0.8016,Pathik
0,Pathik
-0.3147,Pathik
0.7391,Pathik
-0.34,Pathik
-0.8423,Pathik
0.2533,Pathik
-0.5106,Pathik
0.9749,Pathik
-0.0276,Pathik
-0.3818,Pathik
0.796,Pathik
0.6369,Pathik
0.2144,Pathik
0,Pathik
0.4019,Pathik
0.34,Pathik
0.2732,Pathik
0,Pathik
0,Pathik
0.4939,Pathik
-0.2677,Pathik
-0.126,Pathik
0,Pathik
0.784,Pathik
0,Peasant girl
-0.0387,Pet store owner
-0.8074,Pet store owner
0,Piandao
0.6369,Piandao
0.296,Piandao
-0.3865,Piandao
0.6124,Piandao
0,Piandao
-0.296,Piandao
-0.4213,Piandao
0,Piandao
-0.3818,Piandao
0,Piandao
0,Piandao
-0.3818,Piandao
0,Piandao
-0.296,Piandao
0,Piandao
0,Piandao
0,Piandao
0.25,Piandao
0.3182,Piandao
0.4404,Piandao
0.4754,Piandao
-0.296,Piandao
0,Piandao
0.7089,Piandao
0,Piandao
0,Piandao
0,Piandao
0.9848,Piandao
-0.0772,Piandao
0.8805,Piandao
0.1027,Piandao
0.1007,Piandao
0,Piandao
0.5719,Piandao
-0.3612,Piandao
0.2023,Piandao
0.3612,Piandao
0,Piandao
0,Piandao
0,Piandao
0,Piandao
0,Piandao
0,Ping
0.4404,Pipsqueak
0,Pipsqueak
-0.4588,Pipsqueak
0.7184,Pipsqueak
-0.3182,Pipsqueak
-0.4724,Pipsqueak
0.4926,Pipsqueak
-0.6124,Pipsqueak
0.4939,Pipsqueak
0.4926,Pirate
0,Pirate
0.2751,Pirate captain
0.552,Pirate captain
0,Pirate captain
0,Pirate captain
-0.3561,Pirate captain
0.2235,Pirate captain
0,Pirate captain
0.4738,Pirate captain
0.2023,Pirate captain
0,Pirate captain
0.4939,Pirate captain
0.5719,Pirate captain
0,Pirate captain
0,Pirate captain
0,Poi
0.4574,Poi and Ping
0,Pong
-0.8095,Pong
-0.4445,Pong
0.4847,Pong
0.4939,Poppy
0.2732,Poppy
-0.7809,Poppy
0.4404,Poppy
-0.2924,Princess Yue
-0.6249,Prisoner
0.296,Prisoner #2
-0.4993,Puppet Fire Lord
0.3939,Qin
0,Qin
-0.4003,Qin
-0.6114,Qin
-0.4588,Qin
-0.4788,Qin
-0.2023,Qin
0.5727,Qin
0.636,Qin
-0.3067,Qin
0,Qin Lee
0.296,Qin Lee
0.6476,Quon
0.8519,Quon
-0.0387,Quon
0.8126,Quon
0,Quon
0.4926,Quon
-0.6679,Red dragon
0,Resistance fighter
0.5423,Resistance fighter #1
0.3595,Resistance fighter #2
0.4404,Roku
0.4201,Roku
0.4019,Roku
-0.7783,Roku
0.6486,Roku
-0.7003,Roku
0,Roku
0,Roku
0.5267,Roku
-0.4404,Roku
0,Roku
0,Roku
0.34,Roku
-0.9313,Roku
0.4939,Roku
0,Roku
0.128,Roku
0.2732,Roku
-0.1884,Roku
-0.8225,Roku
0.4023,Roku
-0.1932,Roku
-0.7184,Roku
0,Roku
0.34,Roku
0.4939,Roku
0.8126,Roku
0.5859,Roku
0.7909,Roku
0.34,Roku
-0.4767,Roku
0,Roku
-0.4215,Roku
-0.296,Roku
0,Roku
0.4939,Roku
-0.0516,Roku
0.7346,Roku
0,Roku
0.476,Roku
0,Roku
-0.4019,Roku
0.4939,Roku
0.1154,Roku
-0.4559,Roku
0.9118,Roku
0.7494,Roku
0,Roku
0,Roku
0.296,Roku
0,Roku
-0.3595,Roku
-0.2263,Roku
-0.0936,Roku
0,Roku
-0.5142,Roku
0.09,Roku
-0.3818,Roku
0,Roku
0.0258,Roku
-0.7128,Roku
0.3971,Roku
0,Roku
0,Roku
0,Roku
0.3182,Roku
0.6908,Roku
0,Royal messenger
0.4939,Ruon-Jian
0.296,Ruon-Jian
0,Ruon-Jian
0,Ruon-Jian
0.6808,Ruon-Jian
-0.0258,Ruon-Jian
-0.3182,Sandbender #1
0.4265,Sandbender #2
0.7506,Scary prisoner
0,Scary prisoner
0.3182,Scary prisoner
0.8439,Scary prisoner
0.8553,Scout #1
-0.5242,Scout #2
-0.34,Scribe
-0.8065,Second Engineer
0,Sela
0.0258,Sela
0.4019,Sela
0,Sela
0.3666,Sela
0,Sela
0.8883,Senlin Village leader
-0.2411,Senlin Village leader
-0.8804,Senlin Village leader
-0.8271,Senlin Village leader
0,Senlin Village leader
-0.4015,Senlin Village leader
0.3612,Senlin Village leader
0.7096,Senlin Village leader
0.7845,Senlin Village leader
0,Senlin Village leader
0,Sensitive ruffian
0,Sensitive ruffian
0.0387,Servant
0,Servant
0.5719,Servant
0,Servant
-0.5574,Servant
-0.34,Servant
0.3182,Servant #1
0,Servant #1
-0.4767,Servant #1
0,Servant #1
0,Servant #2
0,Servant #2
0,Sha-Mo
-0.1531,Sha-Mo
0,Sha-Mo:
-0.4926,Shinu
0.5106,Shinu
-0.8357,Shinu
0,Shinu
0.128,Shinu
-0.631,Shinu
0,Shinu
0,Shoji
0.1779,Shoji
0.2743,Shoji
0,Shoji
0,Shoji
0,Shoji
0.4753,Shop keeper
0.4019,Shop owner
0.2732,Shop owner
0.3089,Shop owner
0,Shopkeeper
0.4005,Shuzumu
0.4927,Shuzumu
0,Shuzumu
0,Shuzumu
0,Shuzumu
0.2732,Shuzumu
-0.8156,Shuzumu
0.9199,Shuzumu
0,Shyu
0.6656,Shyu
0,Shyu
0.6597,Shyu
0,Shyu
0,Shyu
0,Shyu
-0.3291,Shyu
0.6239,Shyu
0,Shyu
0.128,Shyu
-0.936,Shyu
0,Shyu
-0.3595,Shyu
0,Shyu
-0.4215,Shyu
0,Shyu
0,Shyu
0,Shyu
0,Shyu
0,Shyu
0,Shyu
0,Shyu
0,Shyu
-0.6229,Shyu
0.6369,Smellerbee
0,Smellerbee
0,Smellerbee
0,Smellerbee
0,Smellerbee
0,Smellerbee
0,Smellerbee
0,Smellerbee
0.7207,Smellerbee
0,Smellerbee
0.2263,Smellerbee
0.4404,Smellerbee
-0.4767,Smellerbee
0,Smellerbee
-0.4512,Smellerbee
-0.3489,Smellerbee
-0.296,Smellerbee
0,Smellerbee
-0.4341,Smellerbee
-0.6476,Smellerbee
-0.4559,Smellerbee
0.4939,Smellerbee
0,Sokka
-0.5411,Sokka
0.34,Sokka
-0.1027,Sokka
-0.0026,Sokka
-0.2924,Sokka
0,Sokka
0,Sokka
0.2263,Sokka
0.7269,Sokka
0,Sokka
-0.3595,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.6884,Sokka
0,Sokka
-0.4404,Sokka
-0.4184,Sokka
0.8885,Sokka
0.2177,Sokka
0,Sokka
0,Sokka
0.3182,Sokka
-0.845,Sokka
-0.7707,Sokka
0.2263,Sokka
0,Sokka
-0.8507,Sokka
0.1027,Sokka
0.1027,Sokka
-0.2695,Sokka
-0.6229,Sokka
-0.126,Sokka
0.7243,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3595,Sokka
0.3365,Sokka
-0.3595,Sokka
0,Sokka
0,Sokka
0.4404,Sokka
-0.3595,Sokka
0,Sokka
0,Sokka
0.4939,Sokka
0,Sokka
0.4767,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.6808,Sokka
0,Sokka
0.4559,Sokka
0,Sokka
0,Sokka
0.6124,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.4278,Sokka
0,Sokka
0,Sokka
0.34,Sokka
-0.128,Sokka
0,Sokka
-0.2924,Sokka
0.0762,Sokka
0,Sokka
0.6114,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.5996,Sokka
0.0951,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.1511,Sokka
0.1739,Sokka
0.372,Sokka
0,Sokka
0,Sokka
-0.6996,Sokka
0.3987,Sokka
0.3182,Sokka
0,Sokka
-0.296,Sokka
0,Sokka
-0.296,Sokka
0.8074,Sokka
0.5538,Sokka
-0.296,Sokka
0.2732,Sokka
0.1027,Sokka
0,Sokka
-0.4574,Sokka
0,Sokka
0.2732,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.296,Sokka
0,Sokka
0,Sokka
-0.2681,Sokka
0,Sokka
0.1867,Sokka
0,Sokka
0.9095,Sokka
0.2732,Sokka
-0.2272,Sokka
0.5983,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.0258,Sokka
0.5859,Sokka
-0.7717,Sokka
0.3182,Sokka
0,Sokka
0,Sokka
0.7506,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3365,Sokka
0,Sokka
0,Sokka
0,Sokka
0.6124,Sokka
0,Sokka
-0.25,Sokka
0.784,Sokka
0.6249,Sokka
0.7269,Sokka
-0.6486,Sokka
0.6998,Sokka
0.34,Sokka
0.4939,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3415,Sokka
0,Sokka
-0.7345,Sokka
0,Sokka
0.3939,Sokka
0.0202,Sokka
-0.6988,Sokka
0.1739,Sokka
0.1027,Sokka
0,Sokka
-0.4003,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.7304,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3595,Sokka
0,Sokka
-0.6996,Sokka
0,Sokka
0,Sokka
0.2023,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.3561,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.4582,Sokka
-0.4559,Sokka
0,Sokka
0.3612,Sokka
-0.3535,Sokka
-0.9214,Sokka
-0.5661,Sokka
-0.6072,Sokka
0.6705,Sokka
0,Sokka
-0.4588,Sokka
0.4404,Sokka
0,Sokka
-0.3071,Sokka
0.1134,Sokka
0.4019,Sokka
0,Sokka
-0.3818,Sokka
0.5538,Sokka
0,Sokka
0.2023,Sokka
0,Sokka
0,Sokka
0,Sokka
0.7684,Sokka
0,Sokka
0.3489,Sokka
0.6792,Sokka
0,Sokka
0,Sokka
0.4019,Sokka
0.2924,Sokka
0.2732,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4303,Sokka
0.484,Sokka
0.0772,Sokka
-0.556,Sokka
0.5106,Sokka
0.25,Sokka
0,Sokka
0,Sokka
0,Sokka
0.765,Sokka
0,Sokka
0.4215,Sokka
0.6249,Sokka
0.1027,Sokka
0.2263,Sokka
-0.2018,Sokka
0,Sokka
0.3595,Sokka
-0.1027,Sokka
0.4215,Sokka
0,Sokka
0.3595,Sokka
0.296,Sokka
0,Sokka
-0.4184,Sokka
-0.7829,Sokka
0,Sokka
0.7574,Sokka
-0.0772,Sokka
-0.2732,Sokka
0,Sokka
0,Sokka
-0.2244,Sokka
-0.4692,Sokka
0.0202,Sokka
0.3182,Sokka
-0.743,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.4019,Sokka
-0.5848,Sokka
-0.5499,Sokka
0.296,Sokka
0,Sokka
0,Sokka
0,Sokka
0.128,Sokka
-0.296,Sokka
-0.34,Sokka
-0.2564,Sokka
0.7876,Sokka
0,Sokka
0,Sokka
0.1759,Sokka
0.3818,Sokka
0.7424,Sokka
0.7902,Sokka
0.4404,Sokka
-0.3987,Sokka
0.6219,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0.6808,Sokka
-0.3818,Sokka
0,Sokka
0,Sokka
-0.3716,Sokka
0,Sokka
-0.34,Sokka
0,Sokka
0.4903,Sokka
0,Sokka
0.1531,Sokka
0,Sokka
-0.34,Sokka
0.3164,Sokka
-0.1984,Sokka
0,Sokka
-0.3595,Sokka
-0.5723,Sokka
0.357,Sokka
-0.5423,Sokka
0,Sokka
-0.6476,Sokka
0.0772,Sokka
0,Sokka
0,Sokka
0,Sokka
0.0772,Sokka
0.4404,Sokka
-0.2732,Sokka
-0.0644,Sokka
-0.25,Sokka
-0.1779,Sokka
0,Sokka
0,Sokka
-0.4767,Sokka
0,Sokka
0.7684,Sokka
0,Sokka
0.6492,Sokka
0.2023,Sokka
0.1139,Sokka
0,Sokka
0.2263,Sokka
0.6478,Sokka
0.3182,Sokka
0.3182,Sokka
0,Sokka
0.7835,Sokka
0.3612,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
-0.4767,Sokka
0.2091,Sokka
0.5104,Sokka
0,Sokka
0.4588,Sokka
0,Sokka
0,Sokka
0,Sokka
0.5423,Sokka
0.25,Sokka
-0.4914,Sokka
0,Sokka
0.1926,Sokka
0,Sokka
0,Sokka
-0.5423,Sokka
0,Sokka
0,Sokka
-0.636,Sokka
-0.2732,Sokka
-0.2263,Sokka
0.743,Sokka
0,Sokka
0,Sokka
-0.2924,Sokka
0.3182,Sokka
0,Sokka
0,Sokka
0.5362,Sokka
0,Sokka
0,Sokka
0,Sokka
0,Sokka
0.6249,Sokka
-0.3595,Sokka
0.6696,Sokka
-0.658,Sokka
-0.3595,Sokka
0.4753,Sokka
-0.9398,Sokka
-0.4574,Sokka
-0.4184,Sokka
0,Sokka
0,Sokka
