,pol,char
3436,0.0,Aang
3437,0.0,Zuko
3438,0.5106,Katara
3439,0.0,Sokka
3440,-0.4574,Aang
3441,0.0382,Aang
3442,0.3182,Sokka
3443,-0.743,Aang
3444,-0.5423,Sokka
3445,0.2263,Sokka
3446,0.0,Yue
3447,-0.25,Aang
3448,0.1779,Yue
3449,0.0,Sokka
3450,-0.9042,Yue
3451,0.6449,Zhao
3452,0.2584,Zhao
3453,0.0,Aang
3454,-0.5423,Zhao
3455,-0.6418,Aang
3456,0.0,Iroh
3457,-0.1695,Zhao
3458,-0.4926,Iroh
3459,0.1779,Yue
3460,-0.296,Aang
3461,0.3818,Zhao
3462,-0.6996,Zuko
3463,0.126,Zhao
3464,-0.296,Zuko
3465,-0.636,Zhao
3466,-0.6486,Katara
3467,0.1779,Iroh
3468,0.4019,Yue
3469,-0.3595,Sokka
3470,0.0,Yue
3471,0.4389,Sokka
3472,0.0,Yue
3473,-0.3595,Sokka
3474,0.0,Yue
3475,0.0,Zhao
3476,0.5411,Zuko
3477,0.3612,Pakku
3478,0.0,Katara
3479,0.6124,Pakku
3480,0.875,Arnook
3481,0.4767,Sokka
3482,0.0754,Arnook
3483,0.4215,Iroh
3484,-0.4404,Zuko
3485,0.0,Iroh
3486,0.0,Katara
3487,0.0,Aang
3488,-0.5106,Ozai
3489,0.0,Katara
3490,0.0772,Katara
3491,-0.8689,Aang
3492,0.5037,Pakku
3493,0.3612,Katara
3494,0.8608,Pakku
3495,0.0,Aang
3496,0.0,Katara
3497,-0.8472,Iroh
3498,0.0516,Zuko
3499,-0.7709,Iroh
3500,-0.7876,Azula
3501,-0.1695,Captain
3502,-0.0387,Azula
3503,0.0,Captain
3504,0.0,Azula
3505,0.0,Captain
3506,-0.1695,Azula
3507,-0.296,Captain
3508,0.0,Azula
3509,-0.296,Captain
3510,-0.8442,Azula
3511,0.0,Captain
3512,0.0,Sokka
3513,0.9544,Fong
3514,0.3612,Katara
3515,0.6908,Sokka
3516,0.4767,Fong
3517,0.0,Aang
3518,0.0258,Fong
3519,-0.3595,Aang
3520,0.0,Katara
3521,-0.8932,Fong
3522,0.0,Sokka
3523,0.481,Aang
3524,-0.7809,Fong
3525,0.0,Aang
3526,0.4019,Fong
3527,-0.296,Katara
3528,-0.4003,Fong
3529,0.5279,Lo
3530,0.0,Li
3531,-0.3442,Azula
3532,0.0,Aang
3533,0.0,Fong
3534,-0.6124,Aang
3535,0.4019,Aang
3536,-0.4184,Katara
3537,-0.4682,Sokka
3538,0.0,Katara
3539,-0.5983,Sokka
3540,0.3382,Katara
3541,0.0,Aang
3542,0.8625,Soldier
3543,0.2732,Aang
3544,-0.5469,Aang
3545,-0.743,Sokka
3546,-0.3818,Sokka
3547,0.75,Aang
3548,0.0,Aang
3549,-0.2677,Oracle
3550,0.0,Aang
3551,0.0,Oracle
3552,0.0,Fong
3553,0.8122,Iroh
3554,-0.6785,Zuko
3555,0.0,Azula
3556,0.0,Zuko
3557,0.5106,Azula
3558,0.0,Zuko
3559,0.5789,Iroh
3560,0.9444,Azula
3561,0.3182,Iroh
3562,-0.0941,Azula
3563,-0.4329,Zuko
3564,0.4404,Azula
3565,0.0,Katara
3566,0.3182,Aang
3567,-0.93,Katara
3568,0.2838,Aang
3569,0.0,Katara
3570,-0.9552,Aang
3571,-0.3412,Katara
3572,0.4404,Aang
3573,0.3365,Zuko
3574,-0.25,Iroh
3575,0.658,Zuko
3576,0.68,Iroh
3577,0.0,Zuko
3578,0.0,Iroh
3579,-0.7256,Zuko
3580,0.0,Aang
3581,0.0,Sokka
3582,0.0,Aang
3583,0.3182,Sokka
3584,0.4019,Aang
3585,0.2263,Sokka
3586,-0.4939,Aang
3587,0.504,Sokka
3588,0.1857,Iroh
3589,0.0,Zuko
3590,0.0,Iroh
3591,0.0,Zuko
3592,0.0,Aang
3593,0.3182,Fong
3594,-0.25,Aang
3595,0.0,Fong
3596,0.0,Sokka
3597,-0.5696,Fong
3598,0.0,Aang
3599,0.0,Fong
3600,0.6826,Aang
3601,0.0,Fong
3602,0.3561,Aang
3603,0.8003,Azula
3604,0.3612,Captain
3605,0.0,Azula
3606,0.0,Zuko
3607,-0.6341,Captain
3608,0.0,Captain
3609,-0.4389,Zuko
3610,0.3612,Azula
3611,0.2023,Katara
3612,0.0,Katara
3613,-0.4559,Sokka
3614,0.4404,Sokka
3615,-0.1531,Fong
3616,0.0,Katara
3617,0.471,Aang
3618,-0.4184,Sokka
3619,-0.4184,Aang
3620,0.5411,Fong
3621,0.0,Aang
3622,0.0,Katara
3623,0.0,Fong
3624,0.3802,Katara
3625,0.0,Aang
3626,0.0,Fong
3627,0.0,Fong
3628,0.0,Iroh
3629,-0.9312,Azula
3630,0.7767,Fong
3631,0.0,Roku
3632,0.128,Roku
3633,0.2732,Roku
3634,-0.1884,Roku
3635,0.0,Aang
3636,-0.8225,Roku
3637,0.6249,Aang
3638,0.8687,Fong
3639,0.0,Aang
3640,-0.34,Fong
3641,-0.4019,Sokka
3642,0.0772,Soldier
3643,0.0,Katara
3644,-0.7081,Azula
3645,0.4404,Iroh
3646,0.0,Sokka
3647,0.6553,Katara
3648,0.2023,Sokka
3649,0.0,Aang
3650,0.0,Katara
3651,0.3818,Katara
3652,0.4404,Aang
3653,0.2263,Katara
3654,0.2023,Katara
3655,-0.7691,Chong
3656,0.0,Katara
3657,-0.2901,Chong
3658,0.0,Aang
3659,0.0,Chong
3660,0.0,Sokka
3661,0.6114,Chong
3662,0.6892,Aang
3663,0.0,Chong
3664,0.0,Aang
3665,0.4215,Chong
3666,-0.4563,Zuko
3667,-0.301,Iroh
3668,0.0,Zuko
3669,0.1926,Iroh
3670,0.0,Aang
3671,0.1406,Chong
3672,0.0,Aang
3673,0.3382,Moku
3674,-0.3291,Sokka
3675,-0.4404,Sokka
3676,0.6249,Chong
3677,0.0,Lily
3678,0.0,Sokka
3679,0.4404,Katara
3680,0.3612,Chong
3681,0.0,Chong
3682,0.0,Katara
3683,0.453,Chong
3684,-0.1531,Sokka
3685,0.664,Aang
3686,0.0,Commander
3687,0.0,Team Avatar
3688,0.6369,Sokka
3689,0.0,Iroh
3690,0.0,Zuko
3691,0.0,Iroh
3692,0.0,Zuko
3693,-0.802,Iroh
3694,0.623,Zuko
3695,-0.8126,Iroh
3696,-0.6705,Zuko
3697,-0.4767,Iroh
3698,0.0,Zuko
3699,0.0,Sokka
3700,0.8257,Chong
3701,0.0,Sokka
3702,0.3182,Chong
3703,0.6124,Lily
3704,-0.5848,Sokka
3705,0.0,Chong
3706,-0.628,Sokka
3707,0.1531,Chong
3708,-0.5994,Lily
3709,-0.8011,Chong
3710,-0.4184,Sokka
3711,0.0,Moku
3712,-0.296,Katara
3713,-0.34,Sokka
3714,0.8176,Aang
3715,0.0,Chong
3716,0.0,Aang
3717,0.0,Sokka
3718,0.1007,Commander
3719,0.6808,Katara
3720,0.2023,Sokka
3721,0.0,Chong
3722,0.0,Lily
3723,-0.3404,Sokka
3724,0.0,Lily
3725,0.5106,Sokka
3726,0.4404,Song
3727,0.0,Iroh
3728,0.0,Song
3729,0.4019,Zuko
3730,0.0,Song
3731,0.0,Zuko
3732,0.4019,Iroh
3733,0.6597,Song
3734,-0.0387,Zuko
3735,-0.5423,Song
3736,0.0,Iroh
3737,-0.6486,Katara
3738,0.0,Sokka
3739,0.6369,Chong
3740,0.1531,Aang
3741,-0.2023,Sokka
3742,0.0,Song's mother
3743,-0.2815,Song
3744,0.0,Zuko
3745,-0.7506,Song
3746,0.296,Zuko
3747,-0.6229,Chong
3748,0.0,Sokka
3749,0.0,Katara
3750,0.0,Chong
3751,-0.4184,Moku
3752,0.0,Chong
3753,0.0,Sokka
3754,-0.5574,Song
3755,-0.3612,Song
3756,-0.3451,Chong
3757,0.0,Katara
3758,0.0,Aang
3759,0.0,Katara
3760,-0.296,Aang
3761,0.5267,Aang
3762,0.0,Katara
3763,0.2023,Katara
3764,0.8793,Katara
3765,0.5267,Katara
3766,-0.6771,Katara
3767,0.8481,Katara
3768,-0.1984,Moku
3769,0.0,Sokka
3770,0.3612,Chong
3771,0.508,Sokka
3772,0.9215,Chong
3773,0.0,Aang
3774,-0.34,Katara
3775,0.0,Aang
3776,-0.34,Katara
3777,0.0,Aang
3778,0.1531,Katara
3779,0.0,Aang
3780,0.9169,Katara
3781,0.0,Aang
3782,0.5719,Katara
3783,0.0,Aang
3784,-0.34,Katara
3785,0.5719,Aang
3786,0.6199,Katara
3787,0.3895,Aang
3788,-0.508,Katara
3789,0.0772,Aang
3790,-0.4753,Katara
3791,0.25,Aang
3792,0.1103,Katara
3793,-0.4767,Aang
3794,-0.5283,Chong
3795,0.7351,Iroh
3796,0.7717,Song's mother
3797,0.0,Iroh
3798,0.6486,Iroh
3799,0.3612,Zuko
3800,0.7003,Song
3801,0.0,Zuko
3802,0.7964,Iroh
3803,0.6285,Zuko
3804,0.0,Aang
3805,0.0,Katara
3806,0.0,Aang
3807,0.0,Katara
3808,0.5242,Chong
3809,-0.3595,Sokka
3810,0.0,Chong
3811,0.5707,Chong
3812,0.4574,Sokka
3813,0.5411,Chong
3814,0.0,Aang
3815,0.5707,Katara
3816,0.0,Aang
3817,0.0,Katara
3818,0.0,Aang
3819,0.0,Katara
3820,0.0,Sokka
3821,0.7717,Aang
3822,0.2878,Sokka
3823,0.0,Katara
3824,0.0,Chong
3825,0.0,Aang
3826,0.0,Moku
3827,0.5859,Aang
3828,0.4404,Chong
3829,0.34,Sokka
3830,-0.2718,Chong
3831,-0.5647,Sokka
3832,-0.3506,Aang
3833,0.6808,Sokka
3834,-0.3071,Katara
3835,-0.296,Aang
3836,-0.296,Sokka
3837,0.0,Aang
3838,0.0,Sokka
3839,0.0,Katara
3840,0.4939,Aang
3841,0.0,Sokka
3842,-0.4753,Sokka
3843,0.0,Aang
3844,0.0,Sokka
3845,0.431,Katara
3846,-0.4826,Sokka
3847,-0.3595,Aang
3848,0.0,Guard one
3849,-0.0772,Katara
3850,0.0258,Guard one
3851,-0.4005,Katara
3852,-0.5949,Sokka
3853,0.0,Katara
3854,-0.636,Guard two
3855,0.4404,Guard one
3856,0.6808,Aang
3857,-0.296,Li
3858,0.2263,Lo
3859,0.6124,Lo and Li
3860,-0.2263,Azula
3861,0.0,Katara
3862,0.0,Sokka
3863,0.0,Aang
3864,-0.7703,Mai
3865,0.8555,Michi
3866,0.0,Resistance fighter
3867,0.0,Yung
3868,-0.3291,Mai
3869,0.0,Michi
3870,0.3818,Azula
3871,0.0,Ty Lee
3872,0.6166,Ty Lee
3873,0.5165,Azula
3874,0.3612,Azula
3875,0.0,Azula
3876,0.0,Azula
3877,0.7133,Ty Lee
3878,0.7184,Azula
3879,0.9068,Ty Lee
3880,0.8115,Azula
3881,0.3612,Ty Lee
3882,-0.0516,Azula
3883,0.5423,Ty Lee
3884,0.0,Aang
3885,0.501,Yung
3886,0.0,Yung
3887,0.0,King Bumi
3888,0.8731,Yung
3889,-0.6964,Aang
3890,-0.4389,Yung
3891,0.5423,Resistance fighter #1
3892,0.3595,Resistance fighter #2
3893,0.0258,Yung
3894,-0.5562,Sokka
3895,-0.5574,Sokka
3896,-0.784,Sokka
3897,0.0,Sokka
3898,0.0,Old man
3899,-0.4003,Sokka
3900,0.0,Katara
3901,-0.296,Aang
3902,-0.0772,Aang
3903,0.0,Soldier
3904,0.0,Ukano
3905,-0.5562,Guard
3906,0.6996,Ukano
3907,-0.4767,Michi
3908,0.0,Guard
3909,0.0,Ukano
3910,-0.34,Mai
3911,-0.5093,Michi
3912,0.0,Aang
3913,0.508,Aang
3914,0.4005,Shuzumu
3915,0.4927,Shuzumu
3916,0.0,Azula
3917,0.0,Azula
3918,0.0,Shuzumu
3919,0.4576,Azula
3920,0.0,Shuzumu
3921,-0.34,Azula
3922,0.0,Shuzumu
3923,0.6704,Azula
3924,0.2732,Shuzumu
3925,0.0,Azula
3926,-0.296,Aang
3927,-0.4019,Yung
3928,-0.296,Katara
3929,-0.296,Yung
3930,0.6351,Ukano
3931,0.0772,Guard
3932,0.2023,Azula
3933,-0.5023,Ty Lee
3934,0.0,Azula
3935,0.7003,Ty Lee
3936,-0.8264,Sokka
3937,0.0,Sokka
3938,0.5949,Katara
3939,-0.1531,Yung
3940,-0.4215,Katara
3941,0.0,Yung
3942,-0.34,Aang
3943,-0.3182,Sokka
3944,0.7414,Aang
3945,-0.5267,Mai
3946,0.6249,Azula
3947,0.0,Mai
3948,0.2732,Ty Lee
3949,0.0,Azula
3950,0.0,Mai
3951,-0.2732,Ukano
3952,0.3497,Azula
3953,0.2732,Ukano
3954,-0.3049,Azula
3955,0.0,King Bumi
3956,0.0,Mai
3957,0.3612,Aang
3958,-0.0387,Azula
3959,0.0,Mai
3960,0.4215,Azula
3961,0.0,King Bumi
3962,-0.4717,Azula
3963,0.0,Mai
3964,0.0,King Bumi
3965,0.0,Aang
3966,0.0,Azula
3967,0.4215,Azula
3968,0.0,King Bumi
3969,0.0,Aang
3970,0.0,Katara
3971,0.0,Sokka
3972,-0.296,King Bumi
3973,0.0,King Bumi
3974,0.3612,Aang
3975,0.0,King Bumi
3976,0.4926,Aang
3977,-0.3818,Mai
3978,0.0,Sokka
3979,0.0,Katara
3980,0.0,Sokka
3981,0.0,Aang
3982,0.0,Aang
3983,0.2732,King Bumi
3984,-0.484,Aang
3985,-0.1027,King Bumi
3986,-0.5255,Aang
3987,0.0,King Bumi
3988,0.0,Aang
3989,-0.0516,King Bumi
3990,0.0,Aang
3991,0.4306,King Bumi
3992,0.0,Aang
3993,0.0,King Bumi
3994,0.0,Aang
3995,0.0,King Bumi
3996,0.0,King Bumi
3997,0.0,Mai
3998,0.4019,Ty Lee
3999,0.0,Azula
4000,0.0,Michi
4001,-0.2732,Iroh
4002,0.2695,Zuko
4003,0.4404,Iroh
4004,0.0,Peasant girl
4005,0.69,Iroh
4006,0.4215,Broadsword man
4007,0.0,Zuko
4008,0.7886,Iroh
4009,0.0,Broadsword man
4010,0.7881,Iroh
4011,0.5523,Broadsword man
4012,0.5267,Iroh
4013,0.0,Sokka
4014,0.0,Aang
4015,0.0,Sokka
4016,-0.4767,Katara
4017,-0.09,Aang
4018,0.0,Sokka
4019,-0.296,Aang
4020,-0.2732,Sokka
4021,-0.296,Aang
4022,0.4019,Sokka
4023,-0.34,Katara
4024,-0.2755,Sokka
4025,0.6037,Aang
4026,0.5399,Sokka
4027,0.0,Aang
4028,0.0,Katara
4029,0.0,Sokka
4030,0.0,Katara
4031,0.0,Sokka
4032,0.0,Katara
4033,-0.4767,Aang
4034,0.4404,Sokka
4035,0.3832,Aang
4036,0.4215,Sokka
4037,0.3818,Katara
4038,0.5994,Sokka
4039,0.0,Katara
4040,-0.5267,Sokka
4041,0.0,Katara
4042,0.0,Sokka
4043,-0.34,Sokka
4044,0.0,Aang
4045,-0.68,Sokka
4046,0.128,Katara
4047,0.0772,Sokka
4048,0.0,Aang
4049,0.0,Sokka
4050,0.0,Aang
4051,0.3612,Due
4052,0.4939,Tho
4053,0.4215,Due
4054,0.0,Tho
4055,0.0,Tho
4056,0.0,Katara
4057,0.6062,Katara
4058,0.0,Katara
4059,-0.921,Sokka
4060,-0.4515,Sokka
4061,-0.2924,Princess Yue
4062,0.0,Aang
4063,0.0,Aang
4064,0.0,Aang
4065,0.0,Due
4066,0.128,Tho
4067,0.3612,Due
4068,0.3612,Tho
4069,0.78,Due
4070,0.0,Tho
4071,0.3382,Due
4072,0.0,Tho
4073,0.2732,Due
4074,0.0,Tho
4075,0.0,Aang
4076,0.0,Sokka
4077,0.3382,Katara
4078,0.0,Aang
4079,0.0,Katara
4080,-0.3875,Aang
4081,0.6239,Sokka
4082,0.0,Katara
4083,-0.3818,Sokka
4084,0.0,Katara
4085,-0.2263,Sokka
4086,0.2263,Aang
4087,0.3094,Katara
4088,0.296,Aang
4089,0.0,Sokka
4090,0.0,Tho
4091,0.0,Sokka
4092,-0.7177,Aang
4093,0.0,Huu
4094,0.0,Aang
4095,0.3612,Sokka
4096,0.0,Huu
4097,0.0,Katara
4098,0.25,Huu
4099,0.0,Sokka
4100,0.4404,Huu
4101,0.3182,Sokka
4102,0.3612,Huu
4103,0.0,Aang
4104,0.5559,Huu
4105,0.3291,Katara
4106,-0.6723,Huu
4107,0.3612,Aang
4108,0.0,Huu
4109,0.0,Aang
4110,-0.2144,Sokka
4111,0.0,Aang
4112,-0.9097,Tho
4113,0.0,Aang
4114,-0.5255,Due
4115,0.0,Katara
4116,0.0,Due
4117,-0.4404,Huu
4118,0.0,Sokka
4119,0.3612,Due
4120,0.7177,Sokka
4121,0.4753,Due
4122,0.4753,Sokka
4123,0.2914,Due
4124,0.0,Tho
4125,0.0,Katara
4126,0.5719,Tho
4127,-0.296,Katara
4128,-0.296,Tho
4129,0.68,Sokka
4130,0.2263,Katara
4131,0.0,Sokka
4132,0.0,Aang
4133,-0.4588,Sokka
4134,-0.2755,Huu
4135,-0.0258,Sokka
4136,0.0,Broadsword man
4137,0.0,Sokka
4138,0.0,Mongke
4139,0.0,Sokka
4140,0.0,Katara
4141,0.0,Aang
4142,0.0,Aang
4143,0.0,Sokka
4144,-0.3595,Katara
4145,-0.4215,Sokka
4146,0.0,Katara
4147,0.0,Sokka
4148,-0.0772,Aang
4149,-0.5267,Sokka
4150,0.0,Merchant
4151,0.0,Sokka
4152,0.0,Merchant
4153,0.5859,Katara
4154,0.4753,Merchant
4155,0.0,Aang
4156,0.4939,Merchant
4157,0.4019,Aang
4158,0.0,Katara
4159,0.0,Sokka
4160,0.9387,Aang
4161,0.8398,Sokka
4162,0.0,Katara
4163,0.0,Aang
4164,-0.1638,Sokka
4165,0.0,Katara
4166,0.0,Villagers
4167,0.0,Iroh
4168,0.0258,Zuko
4169,0.0,Iroh
4170,0.2481,Villager
4171,0.7345,Aang
4172,0.0,Tong
4173,-0.2244,Villager
4174,-0.296,Aang
4175,-0.5047,Tong
4176,-0.2924,Katara
4177,0.4753,Aang
4178,0.5848,Tong
4179,-0.6597,Aang
4180,-0.1759,Villager #2
4181,0.0,Aang
4182,-0.3322,Katara
4183,0.0,Villager #3
4184,0.5983,Aang
4185,0.3818,Tong
4186,0.4003,Aang
4187,0.0,Tong
4188,-0.5994,Aang
4189,0.0,Aang
4190,-0.7502,Sokka
4191,0.0,Aang
4192,0.5374,Sokka
4193,0.0,Katara
4194,-0.0772,Aang
4195,-0.5423,Sokka
4196,0.2263,Aang
4197,0.2732,Sokka
4198,0.4003,Katara
4199,0.8777,Sokka
4200,0.4549,Aang
4201,0.6049,Sokka
4202,0.34,Tong
4203,-0.6908,Sokka
4204,0.0,Katara
4205,0.3971,Sokka
4206,0.5267,Katara
4207,0.0,Sokka
4208,0.0,Katara
4209,0.7506,Scary prisoner
4210,0.0,Koko
4211,0.0,Katara
4212,0.0,Koko
4213,-0.69,Katara
4214,0.0,Sokka
4215,0.4926,Oyaji
4216,0.0,Sokka
4217,-0.1531,Oyaji
4218,0.7351,Sokka
4219,0.1779,Oyaji
4220,0.0,Katara
4221,0.3802,Oyaji
4222,-0.6249,Sokka
4223,0.0,Oyaji
4224,0.0,Katara
4225,0.0,Oyaji
4226,-0.3174,Katara
4227,0.5007,Sokka
4228,0.25,Katara
4229,-0.7177,Sokka
4230,0.5859,Katara
4231,0.0,Scary prisoner
4232,0.0,Aang
4233,0.3182,Scary prisoner
4234,0.296,Prisoner #2
4235,0.0,Sensitive ruffian
4236,0.0,Aang
4237,0.8439,Scary prisoner
4238,0.6249,Aang
4239,0.0,Sensitive ruffian
4240,0.0,Oyaji
4241,0.3939,Sokka
4242,0.6124,Oyaji
4243,0.0,Sokka
4244,0.0,Katara
4245,0.0,Oyaji
4246,-0.5411,Sokka
4247,0.8777,Katara
4248,0.0,Tong
4249,0.3818,Aang
4250,0.5267,Tong
4251,0.8671,Tong
4252,-0.5719,Guard
4253,0.0,Sokka
4254,0.0772,Aang
4255,0.0,Sokka
4256,0.5571,Aang
4257,-0.6486,Sokka
4258,0.1531,Iroh
4259,0.3612,Zuko
4260,0.7834,Iroh
4261,0.25,Zuko
4262,-0.5225,Iroh
4263,0.1779,Zuko
4264,-0.3802,Iroh
4265,0.3612,Katara
4266,-0.3595,Tong
4267,0.0,Katara
4268,0.0,Sokka
4269,0.2732,Katara
4270,0.0,Sokka
4271,-0.3802,Tong
4272,0.6649,Katara
4273,0.0,Aang
4274,-0.5255,Tong
4275,-0.8402,Kyoshi
4276,-0.1879,Kyoshi
4277,0.0,Kyoshi
4278,0.5994,Kyoshi
4279,0.0,Aang
4280,-0.0772,Katara
4281,-0.7639,Tong
4282,0.0,Zuko
4283,0.7003,Iroh
4284,0.296,Zuko
4285,0.0,Iroh
4286,-0.6249,Guard
4287,0.5267,Aang
4288,-0.636,Villager
4289,0.0,Villager #2
4290,0.0,Villager #3
4291,0.1739,Katara
4292,0.3612,Guard
4293,-0.4559,Mongke
4294,0.0,Villager
4295,0.0,Tong
4296,0.5346,Aang
4297,0.0,Tong
4298,0.0,Mongke
4299,0.0,Sokka
4300,0.8658,Tong
4301,0.0,Sokka
4302,0.5411,Tong
4303,0.6114,Katara
4304,-0.6249,Sokka
4305,0.5672,Sokka
4306,0.4215,Katara
4307,0.3252,Sokka
4308,0.0,Katara
4309,0.0,Sokka
4310,0.8101,Flyer distribution man
4311,0.5972,Aang
4312,0.0,Katara
4313,-0.2695,Yu
4314,0.5935,Yu
4315,0.0,Aang
4316,0.5859,Male student
4317,0.6908,Male student #2
4318,0.0387,Aang
4319,0.0,Male student
4320,0.0,Sokka
4321,0.7955,Katara
4322,0.0,Sokka
4323,0.4199,Katara
4324,0.0,Aang
4325,0.0,Katara
4326,-0.3595,Aang
4327,0.0,Sokka
4328,-0.508,Xin Fu
4329,0.0,Katara
4330,0.0,Sokka
4331,0.2225,Xin Fu
4332,0.89,The Boulder
4333,-0.5411,The Hippo
4334,0.3365,Xin Fu
4335,0.6114,Xin Fu
4336,0.4404,Katara
4337,0.0,Aang
4338,-0.4003,Xin Fu
4339,-0.4738,Fire Nation Man
4340,-0.4003,Sokka
4341,-0.3382,Fire Nation Man
4342,0.471,Sokka
4343,0.3595,Xin Fu
4344,0.3536,Katara
4345,0.0,Aang
4346,0.0,Sokka
4347,-0.6369,The Boulder
4348,-0.1759,Toph
4349,0.4199,The Boulder
4350,0.4199,Toph
4351,0.0,The Boulder
4352,0.0,The Boulder
4353,0.7424,Xin Fu
4354,0.0,Katara
4355,0.0,Aang
4356,-0.7038,Xin Fu
4357,0.0,Aang
4358,0.0,Sokka
4359,-0.1602,Toph
4360,0.0,Audience
4361,-0.5777,Aang
4362,-0.4184,Sokka
4363,0.0,Katara
4364,-0.4857,Toph
4365,0.3802,Aang
4366,0.0,Toph
4367,0.4374,Aang
4368,-0.296,Toph
4369,0.0,Aang
4370,0.5255,Sokka
4371,0.8516,Sokka
4372,0.4767,Katara
4373,0.4019,Aang
4374,0.6249,Male student
4375,0.296,Katara
4376,0.4404,Sokka
4377,-0.508,Male student
4378,0.0,Aang
4379,-0.7717,Male student
4380,0.0,Katara
4381,-0.4588,Male student #2
4382,0.1027,Aang
4383,0.6705,Male student
4384,0.1531,Male student #2
4385,0.4404,Aang
4386,0.5994,Male student
4387,0.0,Katara
4388,0.0,Sokka
4389,-0.765,The Boulder
4390,-0.8176,Xin Fu
4391,0.3164,Aang
4392,0.0,Toph
4393,0.0,Aang
4394,0.0,Sokka
4395,0.0,Katara
4396,0.0,Toph
4397,0.1779,Aang
4398,-0.6597,Katara
4399,0.3089,Toph
4400,-0.2083,Sokka
4401,0.508,Toph
4402,0.0,Guard
4403,-0.4404,Toph
4404,-0.0572,Guard
4405,0.1901,Lao
4406,0.0,Yu
4407,0.4927,Lao
4408,0.0387,Servant
4409,0.3327,Lao
4410,0.0,Servant
4411,0.0,Lao
4412,0.2263,Aang
4413,0.4939,Poppy
4414,-0.5994,Lao
4415,-0.2382,Aang
4416,0.2732,Lao
4417,0.8349,Aang
4418,0.0,Yu
4419,0.4019,Lao
4420,0.6369,Aang
4421,0.0,Toph
4422,-0.4019,Aang
4423,0.2732,Poppy
4424,0.4404,Aang
4425,0.6445,Toph
4426,0.5859,Aang
4427,-0.128,Toph
4428,-0.4019,Aang
4429,0.296,Toph
4430,-0.4585,Aang
4431,0.0,Toph
4432,0.0,Aang
4433,0.1511,Toph
4434,0.0,Xin Fu
4435,0.0,Sokka
4436,-0.6597,Katara
4437,0.0,Sokka
4438,0.4019,Lao
4439,0.0,Katara
4440,-0.7809,Poppy
4441,0.3546,Toph
4442,-0.357,Xin Fu
4443,0.0,Lao
4444,0.0,Sokka
4445,0.0,Katara
4446,-0.4215,Xin Fu
4447,0.2263,Aang
4448,0.0,Katara
4449,-0.8735,Lao
4450,0.4019,Toph
4451,0.0,Toph
4452,0.0,The Boulder
4453,0.0,Toph
4454,0.0,Aang
4455,0.0,Sokka
4456,0.6239,Yu
4457,0.6369,Yu
4458,-0.6597,Toph
4459,0.0,Lao
4460,0.0,Toph
4461,0.8658,Lao
4462,0.0,Toph
4463,0.4404,Poppy
4464,0.7351,Lao
4465,-0.0772,Aang
4466,-0.0772,Toph
4467,0.7356,Katara
4468,-0.2755,Aang
4469,0.0,Aang
4470,0.5106,Toph
4471,0.6124,Sokka
4472,0.4404,Toph
4473,0.6249,Aang
4474,0.0772,Toph
4475,0.2263,Aang
4476,0.0,Toph
4477,0.0,Toph
4478,-0.0772,Sokka
4479,0.6652,Lao
4480,0.8002,Earth Kingdom soldier
4481,0.0,Zuko
4482,0.0,Store owner
4483,0.0,Earth Kingdom soldier
4484,0.0,Gow
4485,-0.296,Zuko
4486,0.0,Gow
4487,-0.296,Zuko
4488,0.2023,Earth Kingdom soldier
4489,0.0,Gow
4490,0.0,Zuko
4491,0.8979,Gow
4492,0.0258,Store owner
4493,0.4926,Lee
4494,0.0,Lee
4495,-0.296,Lee
4496,-0.2023,Zuko
4497,0.4939,Gansu
4498,0.0,Lee
4499,0.0,Sela
4500,0.0,Zuko
4501,-0.5457,Gansu
4502,0.0258,Sela
4503,0.0,Zuko
4504,0.4019,Sela
4505,-0.2755,Lee
4506,0.0,Zuko
4507,0.0,Lee
4508,0.0,Zuko
4509,0.0,Lee
4510,-0.296,Gansu
4511,0.4019,Lee
4512,-0.1326,Gansu
4513,0.0772,Young Zuko
4514,0.0,Ursa
4515,0.0,Young Zuko
4516,-0.5267,Young Zuko
4517,0.0,Ursa
4518,-0.5242,Young Ty Lee
4519,0.6884,Young Azula
4520,0.0,Young Zuko
4521,0.0,Young Azula
4522,-0.5847,Young Zuko
4523,0.2714,Young Azula
4524,0.8957,Ursa
4525,0.3612,Young Azula
4526,0.0,Young Azula
4527,0.632,Young Ty Lee
4528,-0.4753,Young Mai
4529,0.0,Ursa
4530,-0.4003,Young Zuko
4531,0.7959,Iroh
4532,0.4939,Ursa
4533,0.1779,Ursa
4534,0.2924,Young Zuko
4535,0.4939,Ursa
4536,-0.743,Young Azula
4537,-0.6597,Ursa
4538,-0.34,Young Zuko
4539,0.128,Young Azula
4540,-0.4767,Zuko
4541,-0.296,Zuko
4542,0.6794,Lee
4543,0.0,Sela
4544,0.0772,Gansu
4545,-0.4019,Zuko
4546,0.0772,Gansu
4547,-0.6908,Gow
4548,-0.34,Earth Kingdom soldier
4549,0.0,Gansu
4550,-0.34,Gow
4551,-0.0299,Ursa
4552,0.0,Lee
4553,0.0,Gansu
4554,0.0,Lee
4555,-0.296,Zuko
4556,0.0772,Zuko
4557,0.0,Lee
4558,0.0,Zuko
4559,0.2924,Lee
4560,-0.5716,Young Azula
4561,0.4926,Young Zuko
4562,0.0,Young Azula
4563,-0.0516,Young Zuko
4564,-0.6808,Young Azula
4565,0.0,Young Zuko
